13/12/2010,3,0,0,0,31,2,0,0,3,0,0,0,0,1,0,3,11,1,0,39
04/03/1997,8,0,0,0,11,1,0,0,11,0,1,0,0,2,0,3,7,1,1,51
18/04/1994,8,3,0,0,12,2,1,3,21,1,0,1,0,1,0,7,18,0,0,97
31/07/2019,1,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14
29/09/2010,5,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,1,17,7
15/01/1997,9,1,0,0,10,2,0,4,18,0,0,1,0,1,1,7,20,0,1,49
18/05/1994,34,1,0,0,7,4,0,0,31,0,0,1,0,1,0,12,11,1,30,104
10/04/2003,10,0,0,0,17,5,0,0,10,0,1,0,0,0,1,9,24,3,2,37
07/10/2004,13,0,0,0,18,10,1,8,14,1,0,1,0,0,9,10,24,0,15,153
02/08/1990,6,1,0,0,2,0,0,0,7,0,0,0,0,1,0,7,0,0,0,58
10/10/2003,3,1,0,0,12,0,1,0,13,0,0,0,0,1,0,5,17,2,0,44
10/12/2013,9,0,0,4,24,3,1,4,10,1,0,0,0,0,4,6,15,1,3,77
07/09/2004,8,0,0,1,7,1,1,1,7,0,0,0,0,0,3,4,2,0,2,52
15/11/2007,6,1,0,0,18,1,0,2,1,0,0,0,0,1,1,3,9,1,0,34
07/04/2014,8,0,0,0,16,6,0,4,8,0,0,0,0,0,2,5,13,0,1,49
15/07/1997,17,4,0,0,10,3,0,1,25,0,0,0,0,1,1,9,16,3,4,103
04/07/2017,11,0,0,0,17,0,0,0,15,0,0,0,0,0,2,3,7,1,1,27
07/04/1994,8,2,0,1,5,0,0,0,26,1,0,0,0,4,0,4,3,0,1,47
10/01/2013,8,0,0,2,39,8,0,7,12,0,1,2,1,0,3,15,43,1,2,126
10/12/2003,3,0,0,0,6,0,0,1,8,0,1,0,0,2,2,3,10,0,0,13
04/10/2017,6,0,0,0,18,3,0,0,5,1,0,0,0,0,0,3,2,1,0,24
